gateId,terminalId,waitTime,waitLength,occurtime,operatingTime,tmp1,tmp2,tmp3
DG4_W,P01,10,57,20260524114800,06:30~20:00, , , 
DG5_E,P01,15,115,20260524114800,05:00~22:00, , , 
DG5_W,P01,18,151,20260524114800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524115800,, , , 
DG1_W,P01,6,0,20260524115800,, , , 
DG2_E,P01,8,18,20260524115800,06:00~19:00, , , 
DG2_W,P01,9,26,20260524115800,06:00~19:00, , , 
DG3_E,P01,10,21,20260524115800,00:00~24:00, , , 
DG3_W,P01,10,22,20260524115800,00:00~24:00, , , 
DG4_E,P01,7,14,20260524115800,06:30~20:00, , , 
DG4_W,P01,7,14,20260524115800,06:30~20:00, , , 
DG5_E,P01,19,159,20260524115800,05:00~22:00, , , 
DG5_W,P01,21,197,20260524115800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524120800,, , , 
DG1_W,P01,6,0,20260524120800,, , , 
DG2_E,P01,8,19,20260524120800,06:00~19:00, , , 
DG2_W,P01,9,31,20260524120800,06:00~19:00, , , 
DG3_E,P01,9,18,20260524120800,00:00~24:00, , , 
DG3_W,P01,9,19,20260524120800,00:00~24:00, , , 
DG4_E,P01,7,16,20260524120800,06:30~20:00, , , 
DG4_W,P01,8,17,20260524120800,06:30~20:00, , , 
DG5_E,P01,16,131,20260524120800,05:00~22:00, , , 
DG5_W,P01,23,193,20260524120800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524121300,, , , 
DG1_W,P01,6,0,20260524121300,, , , 
DG2_E,P01,7,15,20260524121300,06:00~19:00, , , 
DG2_W,P01,8,17,20260524121300,06:00~19:00, , , 
DG3_E,P01,12,32,20260524121300,00:00~24:00, , , 
DG3_W,P01,12,31,20260524121300,00:00~24:00, , , 
DG4_E,P01,7,15,20260524121300,06:30~20:00, , , 
DG4_W,P01,8,17,20260524121300,06:30~20:00, , , 
DG5_E,P01,16,125,20260524121300,05:00~22:00, , , 
DG5_W,P01,23,196,20260524121300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524121800,, , , 
DG1_W,P01,6,0,20260524121800,, , , 
DG2_E,P01,7,7,20260524121800,06:00~19:00, , , 
DG2_W,P01,8,20,20260524121800,06:00~19:00, , , 
DG3_E,P01,10,20,20260524121800,00:00~24:00, , , 
DG3_W,P01,10,22,20260524121800,00:00~24:00, , , 
DG4_E,P01,8,16,20260524121800,06:30~20:00, , , 
DG4_W,P01,7,10,20260524121800,06:30~20:00, , , 
DG5_E,P01,12,97,20260524121800,05:00~22:00, , , 
DG5_W,P01,20,172,20260524121800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524122800,, , , 
DG1_W,P01,6,0,20260524122800,, , , 
DG2_E,P01,8,23,20260524122800,06:00~19:00, , , 
DG2_W,P01,9,28,20260524122800,06:00~19:00, , , 
DG3_E,P01,10,17,20260524122800,00:00~24:00, , , 
DG3_W,P01,10,24,20260524122800,00:00~24:00, , , 
DG4_E,P01,8,32,20260524122800,06:30~20:00, , , 
DG4_W,P01,8,32,20260524122800,06:30~20:00, , , 
DG5_E,P01,15,110,20260524122800,05:00~22:00, , , 
DG5_W,P01,22,179,20260524122800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524123800,, , , 
DG1_W,P01,6,0,20260524123800,, , , 
DG2_E,P01,7,11,20260524123800,06:00~19:00, , , 
DG2_W,P01,7,14,20260524123800,06:00~19:00, , , 
DG3_E,P01,9,20,20260524123800,00:00~24:00, , , 
DG3_W,P01,10,26,20260524123800,00:00~24:00, , , 
DG4_E,P01,12,87,20260524123800,06:30~20:00, , , 
DG4_W,P01,12,92,20260524123800,06:30~20:00, , , 
DG5_E,P01,14,111,20260524123800,05:00~22:00, , , 
DG5_W,P01,22,184,20260524123800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524124300,, , , 
DG1_W,P01,6,0,20260524124300,, , , 
DG2_E,P01,7,10,20260524124300,06:00~19:00, , , 
DG2_W,P01,8,14,20260524124300,06:00~19:00, , , 
DG3_E,P01,11,23,20260524124300,00:00~24:00, , , 
DG3_W,P01,12,34,20260524124300,00:00~24:00, , , 
DG4_E,P01,11,77,20260524124300,06:30~20:00, , , 
DG4_W,P01,10,73,20260524124300,06:30~20:00, , , 
DG5_E,P01,15,116,20260524124300,05:00~22:00, , , 
DG5_W,P01,22,185,20260524124300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524124800,, , , 
DG1_W,P01,6,0,20260524124800,, , , 
DG2_E,P01,6,3,20260524124800,06:00~19:00, , , 
DG2_W,P01,7,5,20260524124800,06:00~19:00, , , 
DG3_E,P01,11,30,20260524124800,00:00~24:00, , , 
DG3_W,P01,12,36,20260524124800,00:00~24:00, , , 
DG4_E,P01,10,69,20260524124800,06:30~20:00, , , 
DG4_W,P01,10,66,20260524124800,06:30~20:00, , , 
DG5_E,P01,17,141,20260524124800,05:00~22:00, , , 
DG5_W,P01,22,193,20260524124800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524125800,, , , 
DG1_W,P01,6,0,20260524125800,, , , 
DG2_E,P01,7,5,20260524125800,06:00~19:00, , , 
DG2_W,P01,7,9,20260524125800,06:00~19:00, , , 
DG3_E,P01,13,37,20260524125800,00:00~24:00, , , 
DG3_W,P01,12,32,20260524125800,00:00~24:00, , , 
DG4_E,P01,11,78,20260524125800,06:30~20:00, , , 
DG4_W,P01,10,71,20260524125800,06:30~20:00, , , 
DG5_E,P01,17,135,20260524125800,05:00~22:00, , , 
DG5_W,P01,22,191,20260524125800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524130800,, , , 
DG1_W,P01,6,0,20260524130800,, , , 
DG2_E,P01,8,19,20260524130800,06:00~19:00, , , 
DG2_W,P01,8,22,20260524130800,06:00~19:00, , , 
DG3_E,P01,14,41,20260524130800,00:00~24:00, , , 
DG3_W,P01,14,41,20260524130800,00:00~24:00, , , 
DG4_E,P01,11,80,20260524130800,06:30~20:00, , , 
DG4_W,P01,11,77,20260524130800,06:30~20:00, , , 
DG5_E,P01,17,142,20260524130800,05:00~22:00, , , 
DG5_W,P01,23,190,20260524130800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524131300,, , , 
DG1_W,P01,7,1,20260524131300,, , , 
DG2_E,P01,7,7,20260524131300,06:00~19:00, , , 
DG2_W,P01,8,17,20260524131300,06:00~19:00, , , 
DG3_E,P01,14,42,20260524131300,00:00~24:00, , , 
DG3_W,P01,15,45,20260524131300,00:00~24:00, , , 
DG4_E,P01,11,88,20260524131300,06:30~20:00, , , 
DG4_W,P01,10,77,20260524131300,06:30~20:00, , , 
DG5_E,P01,18,145,20260524131300,05:00~22:00, , , 
DG5_W,P01,23,183,20260524131300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524131800,, , , 
DG1_W,P01,7,0,20260524131800,, , , 
DG2_E,P01,7,12,20260524131800,06:00~19:00, , , 
DG2_W,P01,8,15,20260524131800,06:00~19:00, , , 
DG3_E,P01,17,55,20260524131800,00:00~24:00, , , 
DG3_W,P01,17,55,20260524131800,00:00~24:00, , , 
DG4_E,P01,10,57,20260524131800,06:30~20:00, , , 
DG4_W,P01,10,58,20260524131800,06:30~20:00, , , 
DG5_E,P01,17,125,20260524131800,05:00~22:00, , , 
DG5_W,P01,26,191,20260524131800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524132800,, , , 
DG1_W,P01,6,0,20260524132800,, , , 
DG2_E,P01,7,16,20260524132800,06:00~19:00, , , 
DG2_W,P01,8,20,20260524132800,06:00~19:00, , , 
DG3_E,P01,19,67,20260524132800,00:00~24:00, , , 
DG3_W,P01,20,69,20260524132800,00:00~24:00, , , 
DG4_E,P01,11,80,20260524132800,06:30~20:00, , , 
DG4_W,P01,10,66,20260524132800,06:30~20:00, , , 
DG5_E,P01,18,151,20260524132800,05:00~22:00, , , 
DG5_W,P01,30,229,20260524132800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524133800,, , , 
DG1_W,P01,6,0,20260524133800,, , , 
DG2_E,P01,7,9,20260524133800,06:00~19:00, , , 
DG2_W,P01,7,12,20260524133800,06:00~19:00, , , 
DG3_E,P01,18,59,20260524133800,00:00~24:00, , , 
DG3_W,P01,18,62,20260524133800,00:00~24:00, , , 
DG4_E,P01,10,77,20260524133800,06:30~20:00, , , 
DG4_W,P01,11,85,20260524133800,06:30~20:00, , , 
DG5_E,P01,17,162,20260524133800,05:00~22:00, , , 
DG5_W,P01,18,160,20260524133800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524134300,, , , 
DG1_W,P01,6,0,20260524134300,, , , 
DG2_E,P01,8,19,20260524134300,06:00~19:00, , , 
DG2_W,P01,8,21,20260524134300,06:00~19:00, , , 
DG3_E,P01,17,56,20260524134300,00:00~24:00, , , 
DG3_W,P01,18,58,20260524134300,00:00~24:00, , , 
DG4_E,P01,11,88,20260524134300,06:30~20:00, , , 
DG4_W,P01,11,91,20260524134300,06:30~20:00, , , 
DG5_E,P01,20,166,20260524134300,05:00~22:00, , , 
DG5_W,P01,16,130,20260524134300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524134800,, , , 
DG1_W,P01,6,0,20260524134800,, , , 
DG2_E,P01,8,16,20260524134800,06:00~19:00, , , 
DG2_W,P01,8,21,20260524134800,06:00~19:00, , , 
DG3_E,P01,22,82,20260524134800,00:00~24:00, , , 
DG3_W,P01,23,92,20260524134800,00:00~24:00, , , 
DG4_E,P01,15,117,20260524134800,06:30~20:00, , , 
DG4_W,P01,16,133,20260524134800,06:30~20:00, , , 
DG5_E,P01,14,105,20260524134800,05:00~22:00, , , 
DG5_W,P01,13,97,20260524134800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524135800,, , , 
DG1_W,P01,7,4,20260524135800,, , , 
DG2_E,P01,6,3,20260524135800,06:00~19:00, , , 
DG2_W,P01,7,6,20260524135800,06:00~19:00, , , 
DG3_E,P01,23,104,20260524135800,00:00~24:00, , , 
DG3_W,P01,25,119,20260524135800,00:00~24:00, , , 
DG4_E,P01,17,130,20260524135800,06:30~20:00, , , 
DG4_W,P01,18,165,20260524135800,06:30~20:00, , , 
DG5_E,P01,8,26,20260524135800,05:00~22:00, , , 
DG5_W,P01,11,41,20260524135800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524140800,, , , 
DG1_W,P01,7,0,20260524140800,, , , 
DG2_E,P01,7,4,20260524140800,06:00~19:00, , , 
DG2_W,P01,7,7,20260524140800,06:00~19:00, , , 
DG3_E,P01,19,94,20260524140800,00:00~24:00, , , 
DG3_W,P01,21,106,20260524140800,00:00~24:00, , , 
DG4_E,P01,23,151,20260524140800,06:30~20:00, , , 
DG4_W,P01,27,210,20260524140800,06:30~20:00, , , 
DG5_E,P01,7,16,20260524140800,05:00~22:00, , , 
DG5_W,P01,8,20,20260524140800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524141300,, , , 
DG1_W,P01,6,0,20260524141300,, , , 
DG2_E,P01,7,6,20260524141300,06:00~19:00, , , 
DG2_W,P01,8,10,20260524141300,06:00~19:00, , , 
DG3_E,P01,15,65,20260524141300,00:00~24:00, , , 
DG3_W,P01,16,74,20260524141300,00:00~24:00, , , 
DG4_E,P01,25,175,20260524141300,06:30~20:00, , , 
DG4_W,P01,22,173,20260524141300,06:30~20:00, , , 
DG5_E,P01,10,39,20260524141300,05:00~22:00, , , 
DG5_W,P01,8,23,20260524141300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524141800,, , , 
DG1_W,P01,6,0,20260524141800,, , , 
DG2_E,P01,6,2,20260524141800,06:00~19:00, , , 
DG2_W,P01,7,6,20260524141800,06:00~19:00, , , 
DG3_E,P01,13,55,20260524141800,00:00~24:00, , , 
DG3_W,P01,13,56,20260524141800,00:00~24:00, , , 
DG4_E,P01,24,167,20260524141800,06:30~20:00, , , 
DG4_W,P01,15,117,20260524141800,06:30~20:00, , , 
DG5_E,P01,13,67,20260524141800,05:00~22:00, , , 
DG5_W,P01,9,39,20260524141800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524142800,, , , 
DG1_W,P01,6,0,20260524142800,, , , 
DG2_E,P01,7,4,20260524142800,06:00~19:00, , , 
DG2_W,P01,7,7,20260524142800,06:00~19:00, , , 
DG3_E,P01,9,22,20260524142800,00:00~24:00, , , 
DG3_W,P01,9,21,20260524142800,00:00~24:00, , , 
DG4_E,P01,11,98,20260524142800,06:30~20:00, , , 
DG4_W,P01,11,90,20260524142800,06:30~20:00, , , 
DG5_E,P01,10,60,20260524142800,05:00~22:00, , , 
DG5_W,P01,11,71,20260524142800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524143800,, , , 
DG1_W,P01,6,0,20260524143800,, , , 
DG2_E,P01,7,4,20260524143800,06:00~19:00, , , 
DG2_W,P01,7,7,20260524143800,06:00~19:00, , , 
DG3_E,P01,7,7,20260524143800,00:00~24:00, , , 
DG3_W,P01,7,6,20260524143800,00:00~24:00, , , 
DG4_E,P01,10,78,20260524143800,06:30~20:00, , , 
DG4_W,P01,11,81,20260524143800,06:30~20:00, , , 
DG5_E,P01,10,60,20260524143800,05:00~22:00, , , 
DG5_W,P01,11,68,20260524143800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524144300,, , , 
DG1_W,P01,6,0,20260524144300,, , , 
DG2_E,P01,7,5,20260524144300,06:00~19:00, , , 
DG2_W,P01,7,7,20260524144300,06:00~19:00, , , 
DG3_E,P01,8,14,20260524144300,00:00~24:00, , , 
DG3_W,P01,6,2,20260524144300,00:00~24:00, , , 
DG4_E,P01,11,82,20260524144300,06:30~20:00, , , 
DG4_W,P01,11,82,20260524144300,06:30~20:00, , , 
DG5_E,P01,9,42,20260524144300,05:00~22:00, , , 
DG5_W,P01,10,54,20260524144300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524144800,, , , 
DG1_W,P01,6,0,20260524144800,, , , 
DG2_E,P01,7,3,20260524144800,06:00~19:00, , , 
DG2_W,P01,7,6,20260524144800,06:00~19:00, , , 
DG3_E,P01,7,3,20260524144800,00:00~24:00, , , 
DG3_W,P01,6,2,20260524144800,00:00~24:00, , , 
DG4_E,P01,10,54,20260524144800,06:30~20:00, , , 
DG4_W,P01,9,51,20260524144800,06:30~20:00, , , 
DG5_E,P01,10,56,20260524144800,05:00~22:00, , , 
DG5_W,P01,11,72,20260524144800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524145800,, , , 
DG1_W,P01,6,0,20260524145800,, , , 
DG2_E,P01,7,2,20260524145800,06:00~19:00, , , 
DG2_W,P01,7,6,20260524145800,06:00~19:00, , , 
DG3_E,P01,10,24,20260524145800,00:00~24:00, , , 
DG3_W,P01,11,25,20260524145800,00:00~24:00, , , 
DG4_E,P01,8,22,20260524145800,06:30~20:00, , , 
DG4_W,P01,8,18,20260524145800,06:30~20:00, , , 
DG5_E,P01,12,96,20260524145800,05:00~22:00, , , 
DG5_W,P01,13,101,20260524145800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524150800,, , , 
DG1_W,P01,6,0,20260524150800,, , , 
DG2_E,P01,7,8,20260524150800,06:00~19:00, , , 
DG2_W,P01,8,12,20260524150800,06:00~19:00, , , 
DG3_E,P01,10,22,20260524150800,00:00~24:00, , , 
DG3_W,P01,9,15,20260524150800,00:00~24:00, , , 
DG4_E,P01,8,23,20260524150800,06:30~20:00, , , 
DG4_W,P01,9,29,20260524150800,06:30~20:00, , , 
DG5_E,P01,16,121,20260524150800,05:00~22:00, , , 
DG5_W,P01,16,124,20260524150800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524151500,, , , 
DG1_W,P01,6,0,20260524151500,, , , 
DG2_E,P01,7,7,20260524151500,06:00~19:00, , , 
DG2_W,P01,8,15,20260524151500,06:00~19:00, , , 
DG3_E,P01,12,29,20260524151500,00:00~24:00, , , 
DG3_W,P01,12,27,20260524151500,00:00~24:00, , , 
DG4_E,P01,8,21,20260524151500,06:30~20:00, , , 
DG4_W,P01,8,25,20260524151500,06:30~20:00, , , 
DG5_E,P01,11,81,20260524151500,05:00~22:00, , , 
DG5_W,P01,12,88,20260524151500,05:00~22:00, , , 
DG1_E,P01,6,0,20260524151800,, , , 
DG1_W,P01,6,0,20260524151800,, , , 
DG2_E,P01,8,17,20260524151800,06:00~19:00, , , 
DG2_W,P01,8,23,20260524151800,06:00~19:00, , , 
DG3_E,P01,14,38,20260524151800,00:00~24:00, , , 
DG3_W,P01,13,37,20260524151800,00:00~24:00, , , 
DG4_E,P01,8,22,20260524151800,06:30~20:00, , , 
DG4_W,P01,11,42,20260524151800,06:30~20:00, , , 
DG5_E,P01,11,82,20260524151800,05:00~22:00, , , 
DG5_W,P01,11,83,20260524151800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524152800,, , , 
DG1_W,P01,6,0,20260524152800,, , , 
DG2_E,P01,9,31,20260524152800,06:00~19:00, , , 
DG2_W,P01,9,33,20260524152800,06:00~19:00, , , 
DG3_E,P01,8,10,20260524152800,00:00~24:00, , , 
DG3_W,P01,8,13,20260524152800,00:00~24:00, , , 
DG4_E,P01,8,27,20260524152800,06:30~20:00, , , 
DG4_W,P01,9,32,20260524152800,06:30~20:00, , , 
DG5_E,P01,9,58,20260524152800,05:00~22:00, , , 
DG5_W,P01,10,65,20260524152800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524153800,, , , 
DG1_W,P01,6,0,20260524153800,, , , 
DG2_E,P01,7,12,20260524153800,06:00~19:00, , , 
DG2_W,P01,8,15,20260524153800,06:00~19:00, , , 
DG3_E,P01,8,8,20260524153800,00:00~24:00, , , 
DG3_W,P01,8,7,20260524153800,00:00~24:00, , , 
DG4_E,P01,9,39,20260524153800,06:30~20:00, , , 
DG4_W,P01,8,36,20260524153800,06:30~20:00, , , 
DG5_E,P01,7,22,20260524153800,05:00~22:00, , , 
DG5_W,P01,9,32,20260524153800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524154300,, , , 
DG1_W,P01,6,0,20260524154300,, , , 
DG2_E,P01,8,21,20260524154300,06:00~19:00, , , 
DG2_W,P01,10,41,20260524154300,06:00~19:00, , , 
DG3_E,P01,7,3,20260524154300,00:00~24:00, , , 
DG3_W,P01,7,3,20260524154300,00:00~24:00, , , 
DG4_E,P01,7,9,20260524154300,06:30~20:00, , , 
DG4_W,P01,7,10,20260524154300,06:30~20:00, , , 
DG5_E,P01,7,16,20260524154300,05:00~22:00, , , 
DG5_W,P01,7,16,20260524154300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524154800,, , , 
DG1_W,P01,6,0,20260524154800,, , , 
DG2_E,P01,9,44,20260524154800,06:00~19:00, , , 
DG2_W,P01,10,51,20260524154800,06:00~19:00, , , 
DG3_E,P01,8,10,20260524154800,00:00~24:00, , , 
DG3_W,P01,7,8,20260524154800,00:00~24:00, , , 
DG4_E,P01,7,12,20260524154800,06:30~20:00, , , 
DG4_W,P01,7,16,20260524154800,06:30~20:00, , , 
DG5_E,P01,6,8,20260524154800,05:00~22:00, , , 
DG5_W,P01,7,16,20260524154800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524155800,, , , 
DG1_W,P01,6,0,20260524155800,, , , 
DG2_E,P01,9,31,20260524155800,06:00~19:00, , , 
DG2_W,P01,9,33,20260524155800,06:00~19:00, , , 
DG3_E,P01,8,13,20260524155800,00:00~24:00, , , 
DG3_W,P01,8,13,20260524155800,00:00~24:00, , , 
DG4_E,P01,8,17,20260524155800,06:30~20:00, , , 
DG4_W,P01,7,16,20260524155800,06:30~20:00, , , 
DG5_E,P01,10,40,20260524155800,05:00~22:00, , , 
DG5_W,P01,10,39,20260524155800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524160800,, , , 
DG1_W,P01,6,0,20260524160800,, , , 
DG2_E,P01,11,72,20260524160800,06:00~19:00, , , 
DG2_W,P01,11,73,20260524160800,06:00~19:00, , , 
DG3_E,P01,7,5,20260524160800,00:00~24:00, , , 
DG3_W,P01,7,5,20260524160800,00:00~24:00, , , 
DG4_E,P01,7,12,20260524160800,06:30~20:00, , , 
DG4_W,P01,7,11,20260524160800,06:30~20:00, , , 
DG5_E,P01,8,22,20260524160800,05:00~22:00, , , 
DG5_W,P01,8,18,20260524160800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524161300,, , , 
DG1_W,P01,6,0,20260524161300,, , , 
DG2_E,P01,8,30,20260524161300,06:00~19:00, , , 
DG2_W,P01,8,32,20260524161300,06:00~19:00, , , 
DG3_E,P01,10,22,20260524161300,00:00~24:00, , , 
DG3_W,P01,10,22,20260524161300,00:00~24:00, , , 
DG4_E,P01,7,8,20260524161300,06:30~20:00, , , 
DG4_W,P01,7,8,20260524161300,06:30~20:00, , , 
DG5_E,P01,7,11,20260524161300,05:00~22:00, , , 
DG5_W,P01,7,11,20260524161300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524161800,, , , 
DG1_W,P01,6,0,20260524161800,, , , 
DG2_E,P01,6,6,20260524161800,06:00~19:00, , , 
DG2_W,P01,7,13,20260524161800,06:00~19:00, , , 
DG3_E,P01,13,34,20260524161800,00:00~24:00, , , 
DG3_W,P01,12,30,20260524161800,00:00~24:00, , , 
DG4_E,P01,8,18,20260524161800,06:30~20:00, , , 
DG4_W,P01,8,20,20260524161800,06:30~20:00, , , 
DG5_E,P01,7,10,20260524161800,05:00~22:00, , , 
DG5_W,P01,7,10,20260524161800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524162800,, , , 
DG1_W,P01,6,0,20260524162800,, , , 
DG2_E,P01,8,16,20260524162800,06:00~19:00, , , 
DG2_W,P01,8,18,20260524162800,06:00~19:00, , , 
DG3_E,P01,13,33,20260524162800,00:00~24:00, , , 
DG3_W,P01,13,33,20260524162800,00:00~24:00, , , 
DG4_E,P01,7,8,20260524162800,06:30~20:00, , , 
DG4_W,P01,7,8,20260524162800,06:30~20:00, , , 
DG5_E,P01,8,11,20260524162800,05:00~22:00, , , 
DG5_W,P01,8,12,20260524162800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524163800,, , , 
DG1_W,P01,6,0,20260524163800,, , , 
DG2_E,P01,8,14,20260524163800,06:00~19:00, , , 
DG2_W,P01,8,18,20260524163800,06:00~19:00, , , 
DG3_E,P01,10,18,20260524163800,00:00~24:00, , , 
DG3_W,P01,11,26,20260524163800,00:00~24:00, , , 
DG4_E,P01,7,6,20260524163800,06:30~20:00, , , 
DG4_W,P01,7,4,20260524163800,06:30~20:00, , , 
DG5_E,P01,7,6,20260524163800,05:00~22:00, , , 
DG5_W,P01,7,6,20260524163800,05:00~22:00, , , 
DG1_E,P01,6,0,20260524164300,, , , 
DG1_W,P01,6,0,20260524164300,, , , 
DG2_E,P01,7,16,20260524164300,06:00~19:00, , , 
DG2_W,P01,8,17,20260524164300,06:00~19:00, , , 
DG3_E,P01,8,8,20260524164300,00:00~24:00, , , 
DG3_W,P01,8,8,20260524164300,00:00~24:00, , , 
DG4_E,P01,7,10,20260524164300,06:30~20:00, , , 
DG4_W,P01,7,10,20260524164300,06:30~20:00, , , 
DG5_E,P01,8,19,20260524164300,05:00~22:00, , , 
DG5_W,P01,8,19,20260524164300,05:00~22:00, , , 
DG1_E,P01,6,0,20260524164800,, , , 
DG1_W,P01,6,0,20260524164800,, , , 
DG2_E,P01,8,18,20260524164800,06:00~19:00, , , 
DG2_W,P01,8,21,20260524164800,06:00~19:00, , , 
DG3_E,P01,7,6,20260524164800,00:00~24:00, , , 
DG3_W,P01,7,8,20260524164800,00:00~24:00, , , 
DG4_E,P01,7,9,20260524164800,06:30~20:00, , , 
DG4_W,P01,7,9,20260524164800,06:30~20:00, , , 
DG5_E,P01,7,11,20260524164800,05:00~22:00, , , 
DG5_W,P01,7,9,20260524164800,05:00~22:00, , , 
